post_id,username,poster_followers,text_preview,published_at,bucket_ts,age_minutes,views,likes,replies,reposts,quotes,delta_views,delta_likes,delta_replies,delta_reposts,delta_quotes,delta_engagement_rate,virality_score
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 18:00:00+00,1792.5666666666666667,4769,74,30,2,0,5,0,0,0,0,0.0000,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 18:15:00+00,1807.5666666666666667,4769,74,30,2,0,0,0,0,0,0,0,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 18:30:00+00,1822.5666666666666667,4769,74,30,2,0,0,0,0,0,0,0,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 18:45:00+00,1837.5666666666666667,4769,74,30,2,0,0,0,0,0,0,0,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 19:00:00+00,1852.5666666666666667,4769,74,30,2,0,0,0,0,0,0,0,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 19:15:00+00,1867.5666666666666667,4769,74,30,2,0,0,0,0,0,0,0,3.5437
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 19:30:00+00,1882.5666666666666667,4770,74,30,2,0,1,0,0,0,0,0.0000,3.5430
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 19:45:00+00,1897.5666666666666667,4770,74,30,2,0,0,0,0,0,0,0,3.5430
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 20:00:00+00,1912.5666666666666667,4770,74,30,2,0,0,0,0,0,0,0,3.5430
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 20:15:00+00,1927.5666666666666667,4771,74,30,2,0,1,0,0,0,0,0.0000,3.5422
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 20:30:00+00,1942.5666666666666667,4771,74,30,2,0,0,0,0,0,0,0,3.5422
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 20:45:00+00,1957.5666666666666667,4773,74,30,2,0,2,0,0,0,0,0.0000,3.5408
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 21:00:00+00,1972.5666666666666667,4773,74,30,2,0,0,0,0,0,0,0,3.5408
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 21:15:00+00,1987.5666666666666667,4773,74,30,2,0,0,0,0,0,0,0,3.5408
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 21:30:00+00,2002.5666666666666667,4774,74,30,2,0,1,0,0,0,0,0.0000,3.5400
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 21:45:00+00,2017.5666666666666667,4775,74,30,2,0,1,0,0,0,0,0.0000,3.5393
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 22:00:00+00,2032.5666666666666667,4777,74,30,2,0,2,0,0,0,0,0.0000,3.5378
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 22:15:00+00,2047.5666666666666667,4777,74,30,2,0,0,0,0,0,0,0,3.5378
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 22:30:00+00,2062.5666666666666667,4777,74,30,2,0,0,0,0,0,0,0,3.5378
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 22:45:00+00,2077.5666666666666667,4777,74,30,2,0,0,0,0,0,0,0,3.5378
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 23:00:00+00,2092.5666666666666667,4778,74,30,2,0,1,0,0,0,0,0.0000,3.5370
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 23:15:00+00,2107.5666666666666667,4778,74,30,2,0,0,0,0,0,0,0,3.5370
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 23:30:00+00,2122.5666666666666667,4779,74,30,2,0,1,0,0,0,0,0.0000,3.5363
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-10 23:45:00+00,2137.5666666666666667,4779,74,30,2,0,0,0,0,0,0,0,3.5363
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 00:00:00+00,2152.5666666666666667,4779,74,30,2,0,0,0,0,0,0,0,3.5363
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 00:15:00+00,2167.5666666666666667,4782,74,30,2,0,3,0,0,0,0,0.0000,3.5341
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 00:30:00+00,2182.5666666666666667,4783,74,30,2,0,1,0,0,0,0,0.0000,3.5333
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 00:45:00+00,2197.5666666666666667,4783,74,30,2,0,0,0,0,0,0,0,3.5333
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 01:00:00+00,2212.5666666666666667,4783,74,30,2,0,0,0,0,0,0,0,3.5333
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 01:15:00+00,2227.5666666666666667,4783,74,30,2,0,0,0,0,0,0,0,3.5333
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 01:30:00+00,2242.5666666666666667,4783,74,30,2,0,0,0,0,0,0,0,3.5333
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 01:45:00+00,2257.5666666666666667,4784,74,30,2,0,1,0,0,0,0,0.0000,3.5326
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 02:00:00+00,2272.5666666666666667,4784,74,30,2,0,0,0,0,0,0,0,3.5326
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 02:15:00+00,2287.5666666666666667,4784,74,30,2,0,0,0,0,0,0,0,3.5326
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 02:30:00+00,2302.5666666666666667,4785,74,30,2,0,1,0,0,0,0,0.0000,3.5319
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 02:45:00+00,2317.5666666666666667,4786,74,30,2,0,1,0,0,0,0,0.0000,3.5311
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 03:00:00+00,2332.5666666666666667,4786,74,30,2,0,0,0,0,0,0,0,3.5311
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 03:15:00+00,2347.5666666666666667,4787,74,30,2,0,1,0,0,0,0,0.0000,3.5304
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 03:30:00+00,2362.5666666666666667,4787,74,30,2,0,0,0,0,0,0,0,3.5304
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 03:45:00+00,2377.5666666666666667,4787,74,30,2,0,0,0,0,0,0,0,3.5304
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 04:00:00+00,2392.5666666666666667,4788,74,30,2,0,1,0,0,0,0,0.0000,3.5297
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 04:15:00+00,2407.5666666666666667,4788,74,30,2,0,0,0,0,0,0,0,3.5297
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 04:30:00+00,2422.5666666666666667,4788,74,30,2,0,0,0,0,0,0,0,3.5297
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 04:45:00+00,2437.5666666666666667,4788,74,30,2,0,0,0,0,0,0,0,3.5297
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 05:00:00+00,2452.5666666666666667,4788,74,30,2,0,0,0,0,0,0,0,3.5297
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 05:30:00+00,2482.5666666666666667,4790,74,30,2,0,2,0,0,0,0,0.0000,3.5282
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 06:00:00+00,2512.5666666666666667,4790,74,30,2,0,0,0,0,0,0,0,3.5282
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 06:15:00+00,2527.5666666666666667,4790,74,30,2,0,0,0,0,0,0,0,3.5282
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 06:45:00+00,2557.5666666666666667,4793,74,30,2,0,3,0,0,0,0,0.0000,3.5260
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 07:00:00+00,2572.5666666666666667,4793,74,30,2,0,0,0,0,0,0,0,3.5260
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 07:30:00+00,2602.5666666666666667,4794,74,30,2,0,1,0,0,0,0,0.0000,3.5252
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 08:00:00+00,2632.5666666666666667,4795,74,30,2,0,1,0,0,0,0,0.0000,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 08:15:00+00,2647.5666666666666667,4795,74,30,2,0,0,0,0,0,0,0,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 08:30:00+00,2662.5666666666666667,4795,74,30,2,0,0,0,0,0,0,0,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 08:45:00+00,2677.5666666666666667,4795,74,30,2,0,0,0,0,0,0,0,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 09:00:00+00,2692.5666666666666667,4795,74,30,2,0,0,0,0,0,0,0,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 09:15:00+00,2707.5666666666666667,4795,74,30,2,0,0,0,0,0,0,0,3.5245
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 09:30:00+00,2722.5666666666666667,4800,74,30,2,0,5,0,0,0,0,0.0000,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 09:45:00+00,2737.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 10:00:00+00,2752.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 10:15:00+00,2767.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 10:30:00+00,2782.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 10:45:00+00,2797.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 11:00:00+00,2812.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 11:15:00+00,2827.5666666666666667,4800,74,30,2,0,0,0,0,0,0,0,3.5208
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 11:30:00+00,2842.5666666666666667,4801,74,30,2,0,1,0,0,0,0,0.0000,3.5201
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 11:45:00+00,2857.5666666666666667,4801,74,30,2,0,0,0,0,0,0,0,3.5201
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 12:00:00+00,2872.5666666666666667,4801,74,30,2,0,0,0,0,0,0,0,3.5201
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 12:15:00+00,2887.5666666666666667,4801,74,30,2,0,0,0,0,0,0,0,3.5201
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 12:30:00+00,2902.5666666666666667,4802,74,30,2,0,1,0,0,0,0,0.0000,3.5194
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 12:45:00+00,2917.5666666666666667,4803,74,30,2,0,1,0,0,0,0,0.0000,3.5186
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 13:00:00+00,2932.5666666666666667,4805,74,30,2,0,2,0,0,0,0,0.0000,3.5172
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 13:15:00+00,2947.5666666666666667,4806,74,30,2,0,1,0,0,0,0,0.0000,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 13:30:00+00,2962.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 13:45:00+00,2977.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 14:00:00+00,2992.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 14:15:00+00,3007.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 14:30:00+00,3022.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 14:45:00+00,3037.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164
7b401ab4-2ec4-4484-b214-fabeb3bdfeff,ralf_oraoraora,0,"個人或小團隊想快速做出 MVP
Supabase 真的很好用

以前架個 API 加資料庫要搞半天
",2026-01-09 12:07:26+00,2026-01-11 15:00:00+00,3052.5666666666666667,4806,74,30,2,0,0,0,0,0,0,0,3.5164